sample	10p	10q	11p	11q	12p	12q	13q	14q	15q	16p	16q	17p	17q	18p	18q	19p	19q	1p	1q	20p	20q	21q	22q	2p	2q	3p	3q	4p	4q	5p	5q	6p	6q	7p	7q	8p	8q	9p	9q	Xp	Xq
GENIE-MSK-P-0000758-T01-IM3	-0.7755	-0.7755	-0.284	-0.1758	0.1667	-0.0442	0.039	0.0255	-0.2784	-0.1466	-0.1466	-0.0303	-0.0304	0.0991	0.0991	-0.1321	-0.1321	-0.0172	-0.0198	0.1681	0.1681	0.1786	-0.1407	0.0394	0.0394	0.0257	0.0598	0.107	0.107	0.053	0.0286	-0.03	-0.03	0.5035	0.5527	-0.0042	-0.0042	0.0883	0.0779	-0.3625	-0.3625
GENIE-MSK-P-0000762-T01-IM3	-0.1518	-0.1518	0.1081	0.1081	0.0733	0.0733	0.547	-0.0167	0.0938	0.192	0.192	-0.2755	0.1184	-0.5034	-0.5034	-0.0978	-0.0978	-0.1765	-0.2179	0.355	0.355	-0.1052	-0.3181	-0.0081	0.0032	-0.0585	-0.0585	-0.4983	-0.4631	-0.0404	-0.0383	0.0084	0.0085	0.0025	-0.0274	-0.132	-0.132	-9e-04	-9e-04	-0.0876	0.4145
GENIE-MSK-P-0000768-T01-IM3	0.0262	0.0262	0.1349	-0.4634	0.2988	0.1615	-0.014	-0.1752	-0.5662	-0.4913	-0.4913	0.1146	0.1146	0.3701	0.3701	0.1682	0.1682	0.0904	0.0904	0.4213	0.2944	-0.4487	0.143	0.0814	0.0814	-0.4721	0.4414	0.1144	0.1144	0.0973	0.0973	0.0781	0.0781	0.1241	0.1085	0.1321	0.1321	0.2909	0.2909	-0.2782	-0.2712
GENIE-MSK-P-0000793-T02-IM5	-0.0605	-0.0605	0.1303	0.1322	-0.0203	-0.0319	-0.1905	-0.1276	-0.0678	-0.0721	-0.0721	0.0707	-0.1292	-0.2079	-0.2019	0.0085	0.0085	-0.015	-0.0202	0.1491	0.1491	-0.1986	-0.2108	-0.1495	0.1428	0.0824	0.0824	0.0321	-0.2499	0.3091	-0.0379	-0.024	-0.0517	0.4177	0.0998	-0.1332	-0.0585	0.1706	0.1706	-0.2827	-0.2635
GENIE-MSK-P-0000818-T01-IM3	-0.6442	-0.7377	-0.2469	-0.2909	-0.1827	-0.2043	-0.0629	-0.569	-0.3603	-0.1547	-0.1547	0.0186	0.0388	0.6773	0.5274	-0.1556	-0.1556	0.6311	0.6343	0.1976	-0.0045	0.156	-0.7988	-0.1206	-0.1199	0.472	0.5101	-0.1495	-0.4623	-0.2569	-0.2489	-0.2066	-0.1948	0.27	0.3538	0.07	0.0975	0.4107	0.3271	0.0912	0.1209
GENIE-MSK-P-0000867-T01-IM3	-0.0957	-0.0957	-0.0445	0.0145	0.0392	-0.0748	0.02	-0.021	-0.2327	-0.1391	-0.1781	-0.0533	-0.0533	0.1738	0.1738	-0.3095	-0.3095	0.0346	0.0908	0.0706	0.0706	0.0268	-0.4305	0.0172	0.0487	-0.1719	0.2912	0.1485	0.2138	0.821	0.0168	-0.1222	-0.1222	0.1474	0.2047	-0.2705	0.0927	-0.1443	-0.1443	0.0141	0.0141
GENIE-MSK-P-0000872-T01-IM3	0.0564	0.0564	0.0063	0.0057	0.0314	0.0314	0.063	0.0635	0.0543	-0.0973	-0.0973	0.0163	0.0163	0.0417	0.0417	-0.1011	-0.0414	0.043	0.0517	0.0026	0.0026	0.0554	-0.0775	0.0381	0.0284	0.0719	0.0806	0.1196	0.0884	0.0916	0.0361	0.0988	0.0988	0.0712	0.0223	0.0546	0.0546	0.0157	0.0041	-0.1123	-0.06
GENIE-MSK-P-0000880-T01-IM3	0.0138	0.0138	-0.0234	-0.0234	-0.0221	-0.0221	0.0425	0.031	0.115	-0.0494	-0.0494	-0.0069	-0.0069	-0.0156	-0.0156	-0.0265	-0.0265	0.0444	0.0444	0.0683	0.0683	0.0454	0.0124	-0.0089	-0.0089	0.0204	0.0204	-0.0359	-0.0359	-0.0042	-0.0042	-0.0373	-0.0373	0.0324	0.0324	0.0088	0.0088	0.0163	0.0181	-0.0759	-0.0759
GENIE-MSK-P-0000891-T01-IM3	0.0983	0.0983	0.1175	-0.1042	0.1055	0.1055	0.0572	0.1007	0.2385	0.1759	0.1759	-0.25	0.0603	-0.0284	-0.0284	0.1525	0.164	0.0649	0.0649	0.0871	0.0871	0.1354	0.1281	0.0952	0.0952	0.0354	0.0467	0.0666	0.0666	0.0691	0.0691	0.0508	0.0379	0.0803	0.0803	-0.0154	0	-0.3738	-0.2218	-0.0065	-0.0204
GENIE-MSK-P-0000893-T01-IM3	-0.3589	-0.3589	-0.1003	-0.1003	0.1581	0.1257	0.1106	0.0978	0.1282	0.137	0.137	0.0394	0.0394	0.1024	0.1024	0.1329	0.1349	-0.0665	-0.0665	0.1506	0.1506	0.1103	0.2089	-0.0655	-0.0655	-0.1845	-0.2023	0.0963	0.0963	-0.0418	-0.0418	0.4625	-0.1529	0.1301	0.1301	0.1324	0.1324	-0.1679	-0.1679	-0.5009	-0.5009
GENIE-MSK-P-0000894-T01-IM3	-0.0899	-0.0899	0.1586	0.1229	0.0267	-0.0231	-0.256	-0.0315	-0.1673	0.3292	-0.0253	0.0961	0.1866	0.1885	-0.2378	-0.2518	-0.2047	0.0319	0.1583	-0.0353	-0.0353	0.3269	-0.2502	-0.0343	-0.0343	0.0492	0.0492	0.0837	0.0837	0.1271	0.1271	-0.0938	-0.0779	0.1728	0.1527	-0.4363	0.4437	-0.2222	-0.2222	0.5303	0.1528
GENIE-MSK-P-0000895-T01-IM3	-0.0286	-0.4347	0.114	-0.2956	-0.1286	-0.1286	0.3334	0.0289	-0.0624	-0.0073	-0.4509	-0.353	-0.1471	-0.0958	-0.0958	0.0106	0.0106	-0.0963	0.3696	0.3349	0.3349	-0.0533	0.3105	-0.0974	-0.0974	0.331	0.331	0.0675	0.0759	-0.457	-0.4569	0.2744	-0.3737	0.3405	0.3405	-0.4299	0.0712	-0.1955	-0.1955	-0.0129	-0.0129
GENIE-MSK-P-0000898-T01-IM3	-0.0527	-0.0527	0.036	0.036	0.0833	0.0117	0.094	0.0127	-0.0344	-0.1813	-0.1654	0.0289	0.0119	-0.0129	-0.0129	-0.0874	-0.0874	0.0259	0.0259	0.1618	0.158	0.0575	-0.0962	0.0198	0.0121	0.1298	0.1298	0.0931	0.1566	0.0968	0.0968	0.0962	0.0962	0.0733	0.0733	0.0359	0.0359	0.0036	0.0036	-0.341	-0.341
GENIE-MSK-P-0000922-T01-IM3	-0.0198	-0.0567	-0.0734	-0.1248	0.0439	-0.0479	0.0855	0.058	-0.0041	-0.0878	-0.1007	-0.008	-0.0119	0.0741	0.0741	-0.094	-0.094	0.0518	0.1219	-0.0057	-0.0117	0.1111	0.1394	0.0262	0.021	0.0367	0.0568	0.0252	0.0252	-0.1093	-0.1094	0.0531	0.0631	0.2035	0.2213	0.0306	0.0306	-0.1665	-0.1346	-0.0212	-0.0212
GENIE-MSK-P-0000938-T01-IM3	-0.0239	-0.1105	-0.0859	0.0714	0.0402	0.0402	-0.0939	0.0753	-0.1094	-0.0161	-0.0161	0.0514	0.0514	0.1096	-0.1489	-0.0245	0.2024	-0.0202	-0.0202	-0.0533	0.2321	-0.1322	-0.0567	0.0668	0.0963	-0.0526	-0.0562	-1e-04	-1e-04	-0.0644	-0.0591	-0.039	-0.039	0.3925	0.1437	-0.0146	0.3025	-0.1939	0.2541	-0.0358	-0.0282
GENIE-MSK-P-0000940-T01-IM3	-0.0018	-0.0018	-0.0291	-0.0185	-0.1642	0.0048	0.3332	-0.0587	-0.3045	-0.01	-0.01	-0.3409	0.0236	-0.288	-0.3071	-0.0358	2e-04	-0.182	-0.0025	0.0903	0.0903	0.1369	-0.274	-0.0204	-0.0204	0.012	0.0191	-0.1419	-0.1387	-0.0186	-0.0186	-0.0133	-0.0132	0.4512	0.018	-0.1398	0.1804	-0.0111	-0.0111	-0.3678	-0.3502
GENIE-MSK-P-0000958-T01-IM3	0.0836	0.0836	0.0965	0.0965	-0.2099	-0.1433	0.0894	-0.1572	0.1338	0.0938	0.0938	-0.1691	-0.1916	0.0387	0.0387	0.0866	0.0866	-0.1558	-0.1558	0.1331	0.1331	-0.1561	0.1252	-0.1491	-0.1491	0.1315	0.1315	-0.0948	-0.0948	0.0768	0.0768	-0.0645	-0.0645	0.12	0.12	0.1243	0.1243	0.0782	0.2886	-0.1763	-0.1544
GENIE-MSK-P-0000968-T01-IM3	-0.3485	-0.3129	-0.0358	-0.0358	0.6316	0.0483	-0.0928	-0.0464	-0.0218	-0.0373	-0.0373	0.0241	0.0191	-0.065	-0.065	-0.0043	0.0149	0.0885	0.0885	0.1707	0.1707	-0.0411	-0.0673	-0.0511	-0.0525	-0.3513	-0.026	-0.0542	0.0225	-0.0984	0.0629	0.6148	-0.6895	-0.0984	-0.0286	-0.6674	0.2287	-0.3683	-0.3262	-0.1189	-0.128
GENIE-MSK-P-0000977-T01-IM3	-0.0199	-0.0199	0.0437	-0.0068	0.1034	0.1034	-0.0565	0.0375	0.1531	0.3256	-0.0067	-0.0921	0.1174	0.2712	-0.3212	0.1145	0.1095	0.0597	0.1285	0.0118	0.0118	0.0323	0.0723	0.067	0.0318	0.099	0.099	-0.1855	-0.2048	-0.1105	-0.0118	-0.0207	0.0972	-0.0841	-0.147	-0.1557	0.1986	0.005	0.005	-0.0266	0.2712
GENIE-MSK-P-0000978-T01-IM3	-0.0255	-0.0255	0.0446	0.027	0.0032	0.0157	-0.0372	-0.0597	-0.0084	0.0899	0.0899	0.0551	0.0645	-0.0476	-0.0476	0.0848	0.0848	0.0181	0.0181	-0.0037	-0.0037	0.0918	0.1147	-0.0138	-0.0138	0.0102	0.0102	-0.0413	-0.0413	-0.0254	-0.0254	-0.0632	-0.0632	0.0725	-0.0198	-0.0063	-0.0063	-0.0217	-0.0217	-0.0709	-0.0709
GENIE-MSK-P-0001029-T01-IM3	-0.4326	-0.4326	0.0546	-0.1503	0.1394	-0.1383	0.1991	-0.0881	0.0996	0.1113	-0.2401	-0.4814	0.148	0.2441	0.2552	0.174	-0.2435	0.1501	-0.3807	0.1363	0.3974	0.4766	0.1439	0.1973	0.1973	0.1058	-0.5036	6e-04	-0.0714	0.0381	0.129	0.1934	-0.5448	0.0895	-0.3674	-0.3546	0.287	-0.4462	0.0476	0.6276	-0.1328
GENIE-MSK-P-0001052-T01-IM3	-0.5238	-0.5238	0.035	0.0418	-0.3565	-0.0854	-0.5588	0.0069	-0.2627	0.0292	0.0187	0.0124	0.0124	0.0769	0.0262	0.0342	0.0342	-0.0169	-0.0169	0.0409	0.0409	-0.0064	0.006	0.0324	0.0162	0.0101	0.0425	0.0822	0.0822	0.0193	0.0435	-0.0296	-0.0296	0.4014	0.4194	0.0482	0.0482	-0.2096	0.0913	-0.2994	-0.1932
GENIE-MSK-P-0001074-T01-IM3	0.0857	0.0857	-0.09	-0.0348	0.107	-0.103	-0.0279	0.0228	-0.1246	-0.1259	-0.1267	0.0089	0.0089	0.0876	-0.2484	-0.0238	-0.0264	-0.0111	0.0079	0.1033	0.1745	0.015	-0.1095	0.0673	-0.0571	0.0121	0.0199	-0.1281	-0.0765	-0.0013	0.0248	0.4332	-0.0419	0.1063	0.1254	-0.2595	0.0874	-0.1147	-0.0154	0.0157	0.0157
GENIE-MSK-P-0001081-T01-IM3	-0.3237	-0.3953	0.0627	-0.0525	-0.2838	-0.0684	-0.3891	0.1666	-0.0708	-0.1058	-0.1058	-0.0299	-0.3888	0.1155	0.1155	-0.3906	0.034	0.4425	0.4496	0.2598	0.2598	-0.0483	0.5689	-0.0544	-0.1997	0.1214	0.0726	-0.0029	0.0208	0.0647	-0.3022	0.7356	-0.209	0.4575	0.7401	0.2033	0.1811	-0.4738	0.0457	-0.5914	-0.5104
GENIE-MSK-P-0001093-T01-IM3	0.032	0.0293	0.1307	0.1307	-0.051	0.0061	-0.0275	0.0523	-0.0193	0.0816	0.0816	0.0358	0.0358	-0.0569	-0.0569	0.0391	0.0391	0.0614	0.1117	0.0877	0.0877	-0.0094	0.0666	-0.0062	0.0126	-0.0129	0.0042	0.0766	0.0766	-0.0309	-0.0377	-0.0063	-0.0254	0.1618	0.1866	0.0563	0.0563	-0.0264	-0.0366	-0.1408	-0.1408
GENIE-MSK-P-0001121-T01-IM3	-0.1516	-0.2088	-0.2421	-0.2421	-0.2583	-0.2114	-0.1081	0.165	0.1981	0.4562	-0.1329	-0.2147	-0.1513	0.1306	0.1306	0.1307	0.1589	0.1144	-0.0321	-0.1779	0.104	0.1783	0.2454	-0.2394	-0.2394	0.1598	0.1598	0.2034	-0.1431	0.1278	0.1278	-0.3073	-0.3073	0.2143	0.2143	0.2963	0.2833	-0.0836	-0.0836	0.1341	-0.2227
GENIE-MSK-P-0001135-T02-IM3	0.0991	0.0369	-0.0057	-0.0131	-0.0557	-0.0402	0.0626	0.0672	0.0167	-0.0078	-0.0078	-0.0322	-0.0322	0.0537	0.0537	-0.0135	-0.0135	0.0651	0.1073	0.0585	0.0585	0.0738	0.0208	0.0206	0.0206	0.0759	0.0666	0.0542	0.0542	-0.0201	-0.0201	-0.0635	-0.0357	0.1403	0.1403	-0.0168	-0.0168	0.0383	0.0383	-0.0151	-0.0106
GENIE-MSK-P-0001144-T01-IM3	-0.1539	-0.1539	0.1594	-0.1241	0.6701	-0.054	-0.2069	0.1399	0.0411	-0.1022	-0.1022	-0.1574	0.1137	-0.0635	-0.0487	-0.0274	0.3619	-0.0712	0.2327	0.2713	0.2713	0.0241	0.1219	0.1595	0.0371	0.0114	0.3603	-0.09	-0.09	0.3459	-0.1655	-0.1377	-0.1377	0.0509	0.0509	0.0731	0.0731	-0.032	-0.032	0.073	0.073
GENIE-MSK-P-0001170-T01-IM3	-0.0353	-0.0021	0.0098	0.0049	-0.1206	-0.1266	0.3125	-0.1715	0.0981	0.2079	0.2079	-0.2228	-0.0029	-0.3849	-0.3849	0.0284	0.0284	-0.0833	-0.0724	-0.2501	0.7015	-0.0472	-0.1217	0.0304	0.0392	-0.0542	-0.042	-0.117	-0.117	0.0666	0.0966	-0.0446	-0.0572	0.2434	0.2911	-0.1651	0.1381	0.0602	0.061	0.1003	0.1003
GENIE-MSK-P-0001171-T01-IM3	-0.1241	-0.0843	-0.0924	0.199	0.199	0.1111	0.1081	-0.272	-0.3144	-0.0131	-0.0131	-0.0244	0.2088	0.0433	0.0433	-0.3078	0.2233	0.0219	0.4406	0.1864	0.3611	-0.0506	-0.3675	-0.3119	0.133	0.1216	0.2568	-0.3361	-0.3335	0.6974	-0.2697	0.05	0.0279	0.2072	0.5457	-0.6403	-0.1221	-0.3068	-0.2603	-0.3415	0.2908
GENIE-MSK-P-0001174-T01-IM3	-0.1946	-0.1946	-0.1964	-0.2054	0.2539	-0.2826	-0.3465	0.0516	-0.4104	0.0392	-0.5462	-0.0847	0.4133	-0.0297	-0.0297	0.4563	-0.2444	-0.0934	0.0993	-0.2586	-0.059	-0.2792	0.3456	0.0557	0.1989	-0.4377	-0.1015	-0.0181	-0.0511	-0.2386	-0.3076	0.346	0.2501	0.3265	0.2061	-0.1548	0.0577	-0.5694	-0.5037	-0.3737	-0.2736
GENIE-MSK-P-0001179-T01-IM3	-0.1788	-0.1788	0.0781	-0.0585	-0.0076	-0.0076	0.0331	-0.1687	-0.0523	-0.0791	-0.0791	0.0655	0.1358	-0.0246	-0.0246	-0.0114	-0.0114	0.0236	0.1039	0.0589	0.0589	-0.0206	0.1672	0.081	0.0736	0.2101	-0.2118	0.053	0.053	-0.2291	0.0055	-0.0522	-0.115	0.0501	0.0191	0.0367	0.0367	-0.3291	-0.0458	-0.4347	-0.1428
GENIE-MSK-P-0001186-T01-IM3	0.0058	-0.018	-0.0486	-0.0486	-0.0179	-0.0096	-0.0262	-0.0968	-0.0085	-0.0531	-0.0531	-0.0319	-0.0284	0.0087	0.0087	-0.0916	-0.0916	0.012	0.012	0.1304	0.1388	0.0271	-0.0839	0.0062	0.0062	-0.0449	-0.0449	0.1613	0.1613	0.0067	0.0067	0.1575	0.1783	-0.0305	0.0454	0.2185	0.2185	0.1454	0.1454	-0.1747	-0.1747
GENIE-MSK-P-0001199-T01-IM3	-0.2525	-0.2525	-0.0422	-0.0422	-0.2421	-0.1888	-0.2577	-0.036	-0.4306	0.38	-0.0698	-0.3789	0.3495	0.0814	0.0814	0.1423	-0.0741	0.0235	0.0235	-0.035	-0.035	-0.0445	-0.1885	0.1932	0.1932	-0.2202	-0.2202	0.05	0.05	0.4119	-0.0518	-0.1378	-0.1378	-0.1335	-0.1335	0.0951	0.584	0.0328	0.0835	-0.6864	-0.1815
GENIE-MSK-P-0001223-T01-IM3	1e-04	1e-04	-0.0144	-0.0144	-0.0507	-0.0306	-0.033	0.0022	0.1958	0.0036	0.0036	-0.0204	-0.0204	-0.0085	-0.0085	1e-04	1e-04	-0.0051	-0.0102	0.0102	0.0102	-0.0269	0.0209	-0.0313	-0.0313	-0.0103	-0.0103	-0.0514	-0.0514	-0.0101	-0.0101	0.0183	0.0183	0.183	0.183	0.0553	0.0553	-0.0432	-0.0032	-0.002	0.0023
GENIE-MSK-P-0001232-T01-IM3	-0.0095	-0.0095	-3e-04	-3e-04	0.0674	0.0769	0.022	-0.3116	0.0661	0.035	0.035	0.0231	0.0031	-0.0698	-0.0698	-0.022	0.072	-0.038	-0.038	0.2473	0.2473	0.0712	0.0635	0.0235	0.0235	-0.1671	0.0818	-0.0725	-0.0728	0.1516	0.1691	-0.1677	-0.1677	0.0617	0.0617	-0.0711	-0.0711	0.0173	0.0173	-0.008	-0.008
GENIE-MSK-P-0001260-T01-IM3	-0.0314	-0.0314	0.0593	0.0593	-0.0516	-0.0108	-0.0431	-0.0662	-0.0482	-0.052	-0.0505	-0.0581	-0.0581	-0.0979	-0.0979	-0.0508	-0.0508	-0.0145	0.1948	0.1742	0.1742	0.0463	-0.0536	0.0185	0.0185	0.0237	0.0237	-0.0162	-0.0162	-0.0012	-0.0012	-0.0071	-0.0071	0.0123	0.0123	-0.013	-0.013	0.0704	0.0704	0.187	0.0257
GENIE-MSK-P-0001268-T01-IM3	0.5383	-0.1268	-0.4133	-0.1036	0.3581	0.1437	0.1411	0.1905	-0.1186	-0.3218	0.2943	-0.4321	0.142	-0.3516	-0.3516	-0.2234	0.0555	0.0259	-0.0648	-0.1742	0.1413	0.1782	-0.1518	0.1404	0.1404	-0.3292	0.1998	-0.2828	-0.3151	0.4903	-0.4355	0.2464	-0.4012	-0.1119	0.0784	-0.7021	0.466	-0.6395	-0.341	0.0856	-0.0068
GENIE-MSK-P-0001296-T01-IM3	-0.0536	-0.0536	-0.0622	-0.0736	-0.3005	-0.3005	-0.3314	0.1209	-0.2787	0.2059	-0.1707	-0.5071	0.1281	-0.2756	0.0709	0.1549	0.5276	0.0327	0.0327	0.1273	0.1273	-0.0099	-0.0463	0.1542	0.204	-0.0612	-0.0869	-0.3878	-0.3878	0.119	0.0188	-0.1003	-0.1003	0.5057	0.5016	0.0876	-0.1639	-0.0548	-0.0548	-0.4268	-0.4268
GENIE-MSK-P-0001298-T01-IM3	-0.025	-0.025	-0.0977	-0.0977	0.066	0.066	-0.1386	0.167	-0.0272	0.1028	0.1028	0.0946	0.0946	-0.0181	-0.0181	0.0373	0.2116	0.0639	0.052	-0.0096	-0.0119	0.009	0.0446	0.0397	0.0397	-4e-04	0.0038	0.0216	-0.0842	-0.0402	0.1581	-0.0663	-0.0663	0.0057	0.0073	-0.0204	0.1353	-0.0463	-0.0463	-0.129	-0.0853
GENIE-MSK-P-0001312-T01-IM3	0.1978	-0.1727	0.0449	0.0449	0.7668	-0.1402	-0.1274	-0.3668	-0.2569	0.2006	0.2006	0.0577	-0.0407	-0.1875	-0.19	0.034	0.2496	-0.0815	0.0111	0.1282	-0.0966	-0.0827	-0.0709	0.1838	0.1063	-0.2389	0.0079	-0.1251	-0.1251	-0.1042	-0.315	0.0264	-0.2867	-0.0347	0.2239	-0.3552	-0.0118	-0.3855	0.0376	-0.1754	-0.1754
GENIE-MSK-P-0001314-T01-IM3	-0.0611	0.3282	0.0256	-0.0527	0.0227	0.1735	-0.486	-0.0558	-0.1281	0.1983	0.0934	0.1547	0.1547	-0.5151	-0.5151	-0.5743	0.0596	-0.0359	0.5059	0.0209	0.1393	0.4664	-0.5318	0.3303	0.0574	-0.2751	0.1725	-0.5294	0.0835	0.3864	0.3553	-0.074	-0.0498	0.0587	0.0844	-0.7205	0.0843	-0.2118	-0.1191	-0.3215	-0.1046
GENIE-MSK-P-0001361-T01-IM3	-0.0592	-0.1007	-0.2771	-0.2771	-0.1016	-0.0861	0.0179	-0.0913	0.0282	-0.1415	-0.1415	-0.2369	0.1945	-0.1898	-0.1898	0.1339	0.1527	0.2269	-0.0205	-0.0074	-0.0074	0.4348	0.0787	0.0593	0.1169	0.0584	0.0547	-0.1018	-0.3098	-0.0231	-0.0097	0.1599	0.1838	0.2772	0.2635	-0.0626	-0.0626	-0.1956	-0.1956	0.1377	0.1377
GENIE-MSK-P-0001365-T01-IM3	0.2406	0.2406	-0.3851	0.2041	-0.0725	-0.0725	-0.2418	-0.1368	-0.1928	-0.2004	-0.1989	-0.0063	0.1991	0.2143	-0.285	-0.2876	0.0129	0.0329	0.571	0.3705	0.3445	0.6187	-0.1502	0.2454	0.1018	-0.1518	0.2867	-0.2942	-0.2942	0.4258	-0.0535	0.0568	-0.1649	0.2186	-0.1901	-0.1817	0.3343	-0.2084	-0.2084	-0.139	-0.1242
GENIE-MSK-P-0001371-T01-IM3	0.0267	0.0458	0.0358	0.0357	0.0425	0.0126	0.0465	-0.0115	0.0431	0.0677	0.0677	0.0674	0.0674	0.0188	0.0188	0.0219	0.0219	-0.015	0.0215	0.0623	0.0623	0.0143	0.0896	0.0306	0.0306	0.0268	0.0423	0.0146	0.0146	0.0111	0.0111	-0.0581	-0.0254	0.0218	0.0551	-0.0055	-0.0055	0.0088	0.0088	0.0398	0.0398
GENIE-MSK-P-0001385-T01-IM3	0.023	0.023	0.142	0.142	0.235	-0.0204	-0.1585	0.0718	-0.0629	0.0132	0.0132	0.0568	0.0568	0.0615	0.0585	-0.0708	-0.0708	0.017	0.017	-0.0239	0.0127	-0.0597	-0.1289	-0.0031	-0.0031	-0.0718	-0.0718	-0.0328	-0.0328	-0.0764	-0.0764	0.0405	0.0405	0.0381	0.0725	-0.0563	0.0883	-0.0579	-0.0579	-0.0447	-0.0447
GENIE-MSK-P-0001388-T01-IM3	-0.2476	-0.2476	0.0707	0.0707	0.097	0.097	0.0434	-0.2732	0.001	0.1799	0.1799	0.0619	-0.0788	-0.0873	-0.0873	0.1318	0.1318	0.0057	0.0457	-0.0171	-0.0171	-0.0079	-0.2459	0.0547	0.0547	0.0673	0.0574	0.0583	0.0583	0.0776	0.0776	-0.1164	-0.2485	0.5411	0.5209	0.0617	0.0617	0.0084	0.0091	-0.0126	-0.001
GENIE-MSK-P-0001400-T01-IM3	-0.0675	-0.1802	-0.0042	-0.0042	-0.0037	0.0358	-0.2923	-0.0014	-0.1815	0.0053	0.0053	-0.0384	-0.0488	0.0848	0.0848	-0.2189	-0.2299	-0.0449	-0.1521	-0.066	0.3109	-0.1338	-0.1504	-0.0091	-0.0015	0.0307	0.0275	0.0925	0.0925	0.0043	0.0117	-0.0483	-0.0137	0.0546	0.0609	0.4462	0.4462	0.3417	0.2928	-0.0921	-0.0901
GENIE-MSK-P-0001406-T01-IM3	-0.5354	-0.5354	0.03	0.0247	0.0653	-0.0096	-0.411	-0.562	0.035	0.0045	0.0042	0.0753	0.0206	0.0746	0.0746	0.0083	-0.0021	0.0829	0.0451	-0.0034	-0.0034	0.0407	0.0156	0.0158	0.0158	0.038	0.0777	0.0314	0.0314	-0.0128	0.069	-0.0262	-0.5341	0.4253	0.4491	0.083	0.083	-0.4618	-0.3981	-0.1161	-0.1161
GENIE-MSK-P-0001408-T01-IM3	-0.4182	-0.4182	0.0506	0.062	0.0431	0.0431	0.042	-0.3158	-0.0406	0.093	0.0999	0.0393	0.0393	-0.0235	-0.0235	0.3838	0.3305	0.0106	0.0106	0.3118	0.3041	0.0011	0.0548	0.0232	0.0232	0.0453	0.0453	0.0121	0.0121	0.0543	0.0543	-0.0255	-0.1959	0.397	0.397	0.0409	0.0525	0.0258	0.0208	-0.218	-0.218
GENIE-MSK-P-0001420-T01-IM3	0.0549	0.0549	0.1131	0.1777	-0.0196	-0.058	0.186	-0.5007	0.1118	0.0483	0.0483	0.1272	0.1121	0.1416	0.1416	0.0265	-0.3473	-0.4914	-0.0273	0.1264	0.1264	0.0361	0.0565	0.1124	0.1299	0.1112	0.1761	-0.4559	-0.4932	0.1205	0.1696	0.0716	0.0716	0.1271	0.2296	0.1349	0.1325	-0.4337	-0.1357	-0.5415	-0.3487
GENIE-MSK-P-0001437-T01-IM3	-0.0696	-0.0447	0.225	0.225	0.0073	-0.0086	0.0308	-0.0163	-0.0409	0.038	0.038	-0.237	0.034	-0.0845	-0.0845	-0.0745	-0.0745	0.0067	-0.0227	-0.0502	-0.0481	0.0405	-0.0744	0.0437	0.0437	0	0	-0.044	-0.044	0.3696	0.0922	-0.0479	-0.0479	-0.0721	-0.0721	-0.0227	-0.0227	-0.0149	-0.0149	-0.0223	-0.0223
GENIE-MSK-P-0001485-T01-IM3	-0.0094	-0.0094	0.0159	0.0159	0.0482	-0.0207	-0.0369	0.029	-0.0066	-0.0852	-0.0852	0.0083	0.0083	0.0319	0.0319	-0.0027	-0.0027	0.0015	0.0015	-0.0066	-0.0066	-0.0032	-0.0051	0.0355	0.0355	0.0112	0.0112	0.0281	0.0281	-0.0253	-0.029	0.1241	0.1304	0.1744	0.1744	-4e-04	-4e-04	-0.1829	-0.1829	-0.0255	-0.0167
GENIE-MSK-P-0001495-T01-IM3	-0.1476	-0.1458	0.064	0.064	-0.0153	-0.0445	0.2202	0.0347	-0.1775	-0.3079	0.0725	0.2771	0.2075	0.1741	-0.0737	-0.09	0.3008	0.0338	0.2545	0.2478	0.2478	-0.0824	-0.1261	-0.0273	-0.043	0.1248	0.0738	-0.3197	-0.2241	0.1604	0.0494	0.1602	0.2029	0.2801	-0.1835	-0.1578	0.025	-0.1502	-0.0884	-0.2413	-0.3442
GENIE-MSK-P-0001531-T01-IM3	-0.1744	-0.1744	0.047	0.0487	-0.0091	-0.0091	0.8302	-0.1059	-0.3274	0.0085	0.0085	-0.1323	-0.1323	-0.3292	-0.3292	-0.1183	-0.1183	-0.1204	1e-04	-0.172	0.289	0.0653	-0.3946	0.0292	0.0292	-0.0155	0.0059	-0.188	-0.188	-0.1241	-0.0596	0.0851	-0.0152	0.0463	0.0494	-0.2252	0.3954	-0.0167	-0.0167	0.0124	0.0124
GENIE-MSK-P-0001538-T01-IM3	0.034	-0.0194	-0.0304	-0.0614	-0.0382	-0.0508	-0.089	-0.0929	-0.0135	-0.1843	0.186	0.6596	0.1927	-0.0238	-0.2855	-0.2054	0.1825	-0.0124	-0.0124	0.2607	0.2706	-0.2068	0.0179	-0.0076	-0.088	-0.2653	0.1035	-0.1069	-0.1069	-0.0325	-0.0325	-0.0045	-0.0045	0.2769	-0.0608	-0.2718	0.2622	0.4702	0.3248	-0.3115	0.2147
GENIE-MSK-P-0001543-T01-IM3	-0.2714	-0.2463	0.0119	0.079	0.1607	0.0515	0.0692	0.0662	-0.3182	-0.0706	0.0714	0.1003	0.0804	-0.2071	-0.2071	-0.004	-0.0115	0.0177	-0.1094	-0.4044	0.1877	-0.0919	-0.0291	-0.0673	-0.0692	0.049	0.049	-0.1639	8e-04	-0.0908	0.0143	-0.1046	-0.2057	0.0425	0.0799	0.2351	0.1029	-0.3363	0.0541	0.1084	0.0685
